desc,tsne_x,tsne_y,desc_clear,target,target_num
"СОВРЕМЕННЫЙ ЦЕНТР КУЛЬТУРЫ, категории: Театры и ДК Чертаново Северное",-3.4126728,18.932444,современный центр культура  театр дк чертаново северный,центр,74
"ТЕАТР С КЛАССИЧЕСКИМ РЕПЕРТУАРОМ, категории: Театры и ДК Пресненский",0.69809127,7.042982,театр классический репертуар  театр дк пресненский,театр,66
"ПРЕСТИЖНЫЙ САЛОН КРАСОТЫ, категории: Салоны красоты и частные клиники Пресненский",-51.420795,-26.937763,престижный салон красота  салон красота частный клиника пресненский,салон,59
"САЛОН КРАСОТЫ СО СВЕТЛЫМ ИНТЕРЬЕРОМ, категории: Салоны красоты и частные клиники Якиманка",-46.86383,-28.647184,салон красота светлый интерьер  салон красота частный клиника якиманка,салон,59
"Квартира для большой семьи , категории: Квартиры Тверской",-17.36733,-44.570415,квартира большой семья  квартира тверской,квартира,27
"Квартира благородной семьи, категории: Квартиры Тверской",-20.363705,-41.229515,квартира благородный семья  квартира тверской,квартира,27
"Дом для большой семьи, категории: Загородные дома и таунхаусы",-54.662285,12.500386,дом большой семья  загородный дом таунхаус,дом,18
"Ассиметричный загородный дом, категории: Загородные дома и таунхаусы",-58.932762,13.686982,ассиметричный загородный дом  загородный дом таунхаус,дом,18
"Загородная галлерея художника, категории: Арт-галереи и выставочные залы",-17.36857,9.975869,загородный галлерея художник  арт галерея выставочный зал,арт,4
"Современный офис в старинном здании, категории: Офисы Басманный",24.846914,30.18206,современный офис старинный здание  офис басманный,офис,42
"Гостиница советских времен, категории: Отели, гостиницы, хостелы Алексеевский",-27.625677,11.463962,гостиница советский время  отель гостиница хостел алексеевский,гостиница,17
"Многофункциональный центр для бизнес мероприятий, категории: Конференц-залы Отели, гостиницы, хостелы Концертные залы Алексеевский",-19.7413,8.478515,многофункциональный центр бизнес мероприятие  конференц-зал отель гостиница хостел концертный зал алексеевский,центр,74
"СОВРЕМЕННАЯ КВАРТИРА-СТУДИЯ, категории: Квартиры Басманный",-22.965103,-43.496243,современный квартира студия  квартира басманный,квартира,27
"Убежище архитекторов и инженеров , категории: Офисы Хамовники",-0.35199052,27.590992,убежище архитектор инженер  офис хамовник,офис,42
"КВАРТИРА МОЛОДОЙ СЕМЬИ, категории: Квартиры Пресненский",-12.278316,-37.612755,квартира молодой семья  квартира пресненский,квартира,27
"КВАРТИРА ГЕНЕРАЛА, категории: Квартиры Тверской",-19.21663,-40.33021,квартира генерал  квартира тверской,квартира,27
"КВАРТИРА С ВИНТАЖНЫМИ ЭЛЕМЕНТАМИ, категории: Квартиры Пресненский",-13.887649,-36.354465,квартира винтажный элемент  квартира пресненский,квартира,27
"ПРОМЫШЛЕННЫЕ КОРИДОРЫ, категории: Подвалы Басманный",-25.766037,-12.614921,промышленный коридор  подвал басманный,подвал,49
"БЕЛОЕ ВЫСТАВОЧНОЕ ПРОСТРАНСТВО, категории: Басманный ПРОСТРАНСТВА",16.183514,-9.472733,белый выставочный пространство  басманный пространство,пространство,54
"ОФИС РЕКЛАМНОГО АГЕНСТВА, категории: Офисы Якиманка",18.543137,35.16181,офис рекламный агенство  офис якиманка,офис,42
"СЕМЕЙНЫЙ ЗАГОРОДНЫЙ ДОМ, категории: Загородные дома и таунхаусы",-61.26358,9.7006235,семейный загородный дом  загородный дом таунхаус,дом,18
"КВАРТИРА ХОЛОСТЯКА, категории: Квартиры Щукино",-17.48592,-34.443497,квартира холостяк  квартира щукино,квартира,27
"ТВОРЧЕСКАЯ МАСТЕРСКАЯ, категории: Мастерские и студии Якиманка",-13.288547,-20.497763,творческий мастерская  мастерская студия якиманка,мастерская,38
"БЕЛОСНЕЖНАЯ КВАРТИРА, категории: Квартиры Таганский",-13.190017,-38.601337,белоснежный квартира  квартира таганский,квартира,27
"СЕРЫЙ ОФИС, категории: Офисы Аэропорт",30.16939,36.26563,серый офис  офис аэропорт,офис,42
"ОФИС С ЯРКИМИ ЭЛЕМЕНТАМИ, категории: Офисы Басманный",25.377491,29.390894,офис яркий элемент  офис басманный,офис,42
"УЮТНЫЙ КОВОРКИНГ, категории: Офисы Красносельский",12.805944,24.037113,уютный коворкинг  офис красносельский,офис,42
"ТИПИЧНАЯ КВАРТИРА, категории: Квартиры Пресненский",-12.9496975,-38.188194,типичный квартира  квартира пресненский,квартира,27
"ТЕМНЫЙ OPEN SPACE, категории: Офисы Басманный",26.520815,29.383192,темный open space  офис басманный,офис,42
"ДЕРЕВЯННЫЙ ДОМИК В ЧЕРТЕ ГОРОДА, категории: Дачные поселки Сокол",4.303685,-26.698505,деревянный домик черта город  дачный поселок сокол,поселок,52
"УРБАНИСТИЧЕСКИЙ ЛОФТ, категории: Басманный ПРОСТРАНСТВА",15.374051,-9.010177,урбанистический лофт  басманный пространство,лофт,36
"СОВРЕМЕННЫЙ УЧЕБНЫЙ ЦЕНТР, категории: Частные учебные заведения Басманный",-29.744272,21.046524,современный учебный центр  частный учебный заведение басманный,центр,74
"НЕБОЛЬШОЙ БАРЧИК, категории: Ночные клубы и бары Басманный",-29.491522,24.077936,небольшой барчик  ночной клуб бар басманный,клуб,31
"КАФЕ В КРЕАТИВНОМ КЛАСТЕРЕ, категории: Рестораны и кафе Басманный",-16.463448,50.378986,кафе креативный кластер  ресторан кафе басманный,кафе,25
"СРУБ С БАНЕЙ, категории: Жилые помещения Загородные дома и таунхаусы Ярославский",-55.70845,8.411225,сруб баня  жилой помещение загородный дом таунхаус ярославский,баня,6
"ДЕРЕВЯНЫЙ ДОМ, категории: Загородные дома и таунхаусы Северное Медведково",-55.992046,14.018554,деревяный дом  загородный дом таунхаус северный медведково,дом,18
"ТЕМНЫЙ ДОМ, категории: Загородные дома и таунхаусы",-61.25222,9.494322,темный дом  загородный дом таунхаус,дом,18
"СОЛИДНЫЙ ДОМ, категории: Загородные дома и таунхаусы Северный",-56.109806,13.397975,солидный дом  загородный дом таунхаус северный,дом,18
"КЛАССИЧЕСКИЙ ТЕАТР, категории: Театры и ДК Беговой",0.08041349,8.181742,классический театр  театр дк беговой,театр,66
"ПАВИЛЬОН ДЛЯ СЪЕМОК ПОД ВОДОЙ, категории: Печатники СТУДИИ",0.45335028,3.8610272,павильон съемка вода  печатник студия,печатник,45
"Многофункциональный центр, категории: Бизнес-центры Концертные залы Марьина Роща",-25.142927,-10.0859995,многофункциональный центр  бизнес-центр концертный зал марьин роща,центр,74
"МОЛОДЕЖНЫЙ КОВОРКИНГ, категории: Офисы Бутырский",25.343086,29.082914,молодежный коворкинг  офис бутырский,офис,42
"Дом в стиле IKEA, категории: Загородные дома и таунхаусы",-61.09341,12.3881645,дом стиль ikea  загородный дом таунхаус,дом,18
"Павильон в стиле лофт, категории: Тверской ПРОСТРАНСТВА",-16.964859,5.567909,павильон стиль лофт  тверской пространство,лофт,36
"Эклектичная квартира, категории: Квартиры Тверской",-20.379023,-40.51585,эклектичный квартира  квартира тверской,квартира,27
"КВАРТИРА ХАЙТЕК, категории: Квартиры Пресненский",-12.952344,-38.312317,квартира хайтек  квартира пресненский,квартира,27
"КРАСНЫЙ ОФИС, категории: Офисы Бутырский Гагаринский район",28.903744,36.815308,красный офис  офис бутырский гагаринский район,офис,42
"Самосвал гараж, категории: Гаражи и парковки Северное Бутово Автосервисы, автотрассы",8.374667,29.744326,самосвал гараж  гараж парковка северный бутово автосервис автотрасса,гараж,15
"Красный воробей, категории: Библиотеки Арбат",-13.702363,-31.5177,красный воробей  библиотека арбат,библиотека,9
"Вези фуру, категории: Лианозово Автосервисы, автотрассы",3.1160975,20.808765,везти фура  лианозово автосервис автотрасса,автосервис,1
"Подснежник, категории: Набережные, пляжи Строгино ПРОСТРАНСТВА",4.426928,-11.487785,подснежник  набережная пляж строгино пространство,набережная,39
"Спящие трансформеры, категории: Ивановское Автосервисы, автотрассы",2.5155816,22.421568,спящий трансформер  ивановский автосервис автотрасса,автосервис,1
"Терра бар, категории: Ночные клубы и бары Савёловский",-31.206911,29.350039,терра бар  ночной клуб бар савеловский,бар,7
"Страна Оз, категории: Павильоны Пресненский",4.5076427,-21.978512,страна оз  павильон пресненский,none,0
"Рабочее бюро, категории: Офисы Савёловский Кабинеты, переговорные",25.205086,34.538918,рабочий бюро  офис савеловский кабинет переговорный,офис,42
"Химия, категории: Лаборатории Сокол",2.0728805,11.865476,химия  лаборатория сокол,лаборатория,35
"Изобретение, категории: Мещанский ПРОСТРАНСТВА",-10.641653,19.268335,изобретение  мещанский пространство,пространство,54
"Спальный фетиш, категории: Отели, гостиницы, хостелы Хамовники",-22.925802,11.077461,спальный фетиш  отель гостиница хостел хамовник,отель,41
"Росписи и винтаж, категории: Библиотеки Арбат",-11.1606245,-31.434122,роспись винтаж  библиотека арбат,библиотека,9
"мягкий городок, категории: Орехово-Борисово Северное Детские сады",-4.1177397,-9.311036,мягкий городок  ореховый борисово северный детский сад,none,0
"Хиппи-читатель, категории: Библиотеки Донской район",-3.1912267,-8.88204,хиппи читатель  библиотека донской район,библиотека,9
"ЖК властелин, категории: Жилые комплексы и подъезды Хорошёвский",7.5926843,-33.16744,жк властелин  жилой комплекс подъезд хорошевский,комплекс,32
"Тряпочные сердца , категории: Бутырский ТЦ, магазины",3.9173632,31.990294,тряпочный сердце  бутырский тц магазин,тц,67
"Ресторан с перфорацией, категории: Тверской Рестораны и кафе",-11.169285,52.87296,ресторан перфорация  тверская ресторан кафе,ресторан,57
"Облако в штанах, категории: Тверской ТЦ, магазины",-1.9778768,33.146175,облако штаны  тверской тц магазин,тц,67
"Аперитив на двоих, категории: Рестораны и кафе Хамовники",-12.205024,55.024742,аперитив двое  ресторан кафе хамовник,ресторан,57
"Лофт-раскраска, категории: Бутырский ПРОСТРАНСТВА",2.6057832,-7.073683,лофт раскраска  бутырский пространство,лофт,36
"Былые рыцари, категории: Ночные клубы и бары Хорошёво-Мнёвники",-30.190838,28.027426,былой рыцарь  ночной клуб бар хорошево мневники,клуб,31
"Титановый бали, категории: Рестораны и кафе Пресненский",-10.238613,57.45593,титановый бали  ресторан кафе пресненский,ресторан,57
"Магазин партикл, категории: ТЦ, магазины Южнопортовый район",4.290078,32.4904,магазин партикл  тц магазин южнопортовый район,магазин,37
"Джентльмен из подвала  , категории: Ночные клубы и бары Басманный",-29.257608,24.322384,джентльмен подвал  ночной клуб бар басманный,подвал,49
"Лофт настроения, категории: Даниловский район ПРОСТРАНСТВА",1.3628069,-5.737296,лофт настроение  даниловский район пространство,лофт,36
"Тотальный черный, категории: ТЦ, магазины Хамовники",-0.4135624,36.55044,тотальный черный  тц магазин хамовник,тц,67
"Отречение, категории: Заброшенные здания Ярославский Загородные дороги Озера, реки, карьеры",-26.935528,21.329138,отречение  забросить здание ярославский загородный дорога озеро река карьера,здание,22
"Ресторан Куба, категории: Рестораны и кафе Тверской",-10.304799,54.928017,ресторан куб  ресторан кафе тверская,ресторан,57
"Урбан Зеленая миля, категории: Промзоны Ярославский",0.7514491,-18.117624,урбан зеленый миля  промзона ярославский,промзона,53
"Дамский бутик, категории: ТЦ, магазины Бутырский",3.9556441,32.38061,дамский бутик  тц магазин бутырский,тц,67
"Секретная база, категории: Подвалы Ярославский",-35.0476,-7.916485,секретный база  подвал ярославский,подвал,49
"Офис Галилео, категории: Офисы Кабинеты, переговорные Нагатино-Садовники",25.299442,33.548668,офис галилео  офис кабинет переговорный нагатино садовник,офис,42
"Изгнание , категории: Заброшенные здания Ярославский",-0.99466103,15.916482,изгнание  забросить здание ярославский,здание,22
"Ресторан Сад изобилия, категории: Рестораны и кафе Пресненский",-13.524918,49.002632,ресторан сад изобилие  ресторан кафе пресненский,ресторан,57
"Место сходки, категории: Южнопортовый район ПРОСТРАНСТВА Крыши",12.625763,-13.106393,место сходка  южнопортовый район пространство крыша,район,55
"Восточные сказки, категории: Ночные клубы и бары Мещанский",-28.619055,29.760153,восточный сказка  ночной клуб бар мещанский,клуб,31
"Залы кингсман, категории: Конференц-залы Тверской",-13.609104,29.521278,зал кингсман  конференц-зал тверская,зал,20
"Малиновый закат, категории: Ночные клубы и бары Тверской",-28.442875,30.497429,малиновый закат  ночной клуб бар тверская,клуб,31
"Попугай в чернилах, категории: Салоны красоты и частные клиники Чертаново Южное",-52.757153,-26.114323,попугай чернила  салон красота частный клиника чертаново южный,салон,59
"Фиалковая ночь, категории: Ночные клубы и бары Беговой",-29.323122,29.891394,фиалковый ночь  ночной клуб бар беговой,клуб,31
"Зоны отеля, категории: Конференц-залы Тверской ПРОСТРАНСТВА",-19.679497,6.058785,зона отель  конференц-зал тверской пространство,отель,41
"Ресторан ковер-самолет, категории: Рестораны и кафе Очаково-Матвеевское",-10.254368,51.069115,ресторан ковер самолет  ресторан кафе очаково матвеевский,ресторан,57
"Много железа, категории: Фитнес-клубы Бассейны Другие виды спорта Даниловский район",5.019934,-2.919529,железо  фитнес-клуб бассейн вид спорт даниловский район,бассейн,8
"тату-дом, категории: Салоны красоты и частные клиники Хорошёвский",-47.18315,-23.739176,тату дом  салон красота частный клиника хорошевский,дом,18
"Сила движений, категории: Фитнес-клубы Другие виды спорта Обручевский район",3.9724636,-1.2112957,сила движение  фитнес-клуб вид спорт обручевский район,вид,13
"Народный ресторан, категории: Рестораны и кафе Арбат",-14.90621,57.90325,народный ресторан  ресторан кафе арбат,ресторан,57
"Суточный сон, категории: Отели, гостиницы, хостелы Марьино",-27.156878,9.397945,суточный сон  отель гостиница хостел марьино,отель,41
"Свет сквозь тьму, категории: Ночные клубы и бары Таганский",-26.33164,28.993689,свет сквозь тьма  ночной клуб бар таганский,клуб,31
"Автомобильные соты, категории: Гаражи и парковки Таганский",7.8112493,-22.680042,автомобильный соты  гараж парковка таганский,гараж,15
"Любовь к хоккею, категории: Рестораны и кафе Ледовые холлы Бокс, борьба Кунцево",7.9550295,54.477406,любовь хоккей  ресторан кафе ледовый холл бокс борьба кунцево,ресторан,57
"Офис Эквилибриум, категории: Конференц-залы Кабинеты, переговорные Офисы Рестораны и кафе Савёловский",9.324145,54.930496,офис эквилибриум  конференц-зал кабинет переговорный офис ресторан кафе савеловский,офис,42
"Ресторан сияние, категории: Очаково-Матвеевское Рестораны и кафе",-13.926557,52.658817,ресторан сияние  очаково матвеевский ресторан кафе,ресторан,57
"Неоновый демон, категории: Ночные клубы и бары Хамовники",-26.837145,29.35836,неоновый демон  ночной клуб бар хамовник,клуб,31
"Служебный отель, категории: Очаково-Матвеевское Отели, гостиницы, хостелы Рестораны и кафе Ночные клубы и бары",-21.065222,47.72955,служебный отель  очаково матвеевский отель гостиница хостел ресторан кафе ночной клуб бар,отель,41
"Ретрокар, категории: Ночные клубы и бары Салоны красоты и частные клиники Якиманка ПРОСТРАНСТВА",-50.83978,-23.282442,ретрокар  ночной клуб бар салон красота частный клиника якиманка пространство,клуб,31
"Холодное сердце, категории: Ледовые холлы Очаково-Матвеевское Бокс, борьба Другие виды спорта",-12.552007,12.038964,холодный сердце  ледовый холл очаково матвеевское бокс борьба вид спорт,холл,73
"хижина чернил, категории: Салоны красоты и частные клиники ПРОСТРАНСТВА Печатники",-49.738117,-22.997057,хижина чернила  салон красота частный клиника пространство печатник,салон,59
"Концептуальный бетон, категории: Пресненский ПРОСТРАНСТВА",0.85151803,-11.560529,концептуальный бетон  пресненский пространство,пространство,54
"Скелет в шкафу, категории: Салоны красоты и частные клиники Ярославский",-53.055912,-26.758953,скелет шкаф  салон красота частный клиника ярославский,салон,59
"Дворовый лед, категории: Ясенево Открытые площадки",-5.580846,-27.939478,дворовый лед  ясенево открытый площадка,площадка,46
"Набей арт, категории: Салоны красоты и частные клиники Северный",-47.60068,-23.709244,набивать арт  салон красота частный клиника северный,арт,4
"Рабочая музыка, категории: Мастерские и студии Очаково-Матвеевское",-16.68998,-6.4320707,рабочий музыка  мастерская студия очаково матвеевский,мастерская,38
"Карточный дом, категории: Загородные дома и таунхаусы Очаково-Матвеевское",-58.91357,12.684649,карточный дом  загородный дом таунхаус очаково матвеевский,дом,18
"Маникюрное дело, категории: Салоны красоты и частные клиники Арбат",-52.574726,-26.82866,маникюрный дело  салон красота частный клиника арбат,салон,59
"Паб болельщиков, категории: Ночные клубы и бары Южнопортовый район",-30.242111,24.579617,паб болельщик  ночной клуб бар южнопортовый район,клуб,31
"Колонный атриум , категории: Усадьбы Тверской",-50.328777,9.03329,колонный атриум  усадьба тверской,усадьба,69
"Эльфийский бар, категории: Ночные клубы и бары Басманный",-29.345417,24.907871,эльфийский бар  ночной клуб бар басманный,бар,7
"Протеиновый хаос, категории: Фитнес-клубы Другие виды спорта Нагатино-Садовники",-12.992159,12.729757,протеиновый хаос  фитнес-клуб вид спорт нагатино садовник,вид,13
"Английская фляжка, категории: Ночные клубы и бары Басманный",-29.009178,24.782269,английский фляжка  ночной клуб бар басманный,клуб,31
"Фитнес Мохито, категории: Фитнес-клубы Академический район",4.327528,-18.29344,фитнес мохито  фитнес-клуб академический район,фитнес,71
"Ресторан городские джунгли, категории: Рестораны и кафе Хамовники",-12.505067,56.197968,ресторан городской джунгли  ресторан кафе хамовник,ресторан,57
"Пространство светлой музыки, категории: Дмитровский ПРОСТРАНСТВА",36.852543,5.9588437,пространство светлый музыка  дмитровский пространство,пространство,54
"обед в бетоне, категории: Рестораны и кафе Ночные клубы и бары Тверской",-27.72904,32.733097,обед бетон  ресторан кафе ночной клуб бар тверская,ресторан,57
"Ярче красного, категории: Кабинеты, переговорные Конференц-залы Тверской",27.340422,8.670892,яркий красный  кабинет переговорный конференц-зал тверская,кабинет,24
"Книжный склеп, категории: ТЦ, магазины Библиотеки Басманный",6.068497,33.891483,книжный склеп  тц магазин библиотека басманный,тц,67
"Контрастный прыжок, категории: Алтуфьевский Другие виды спорта",-11.646315,11.854589,контрастный прыжок  алтуфьевский вид спорт,вид,13
"Много пиццы, категории: Ярославский Рестораны и кафе",-12.781037,53.890236,пицца  ярославский ресторан кафе,ресторан,57
"ЖК Альбатрос, категории: Ярославский Жилые комплексы и подъезды",7.8882885,-35.69079,жк альбатрос  ярославский жилой комплекс подъезд,комплекс,32
"Ресторан с открытой печью, категории: Ярославский Рестораны и кафе",-12.908866,55.171173,ресторан открытый печь  ярославский ресторан кафе,ресторан,57
"яркие покупки, категории: Ярославский ТЦ, магазины Рестораны и кафе КИНОТЕАТРЫ ",-2.135784,39.83234,яркий покупка  ярославский тц магазин ресторан кафе кинотеатр,тц,67
"Краски спорта, категории: Митино Другие виды спорта Футбол, баскетболл, волейболл, теннис",-41.627075,2.007256,краска спорт  митино вид спорт футбол баскетболла волейболла теннис,спорт,61
"Дома на вате , категории: Дачные поселки Митино",-5.581701,6.5962257,дом вата  дачный поселок митино,дом,18
"Оловянный салон, категории: Пресненский Салоны красоты и частные клиники",-50.92622,-25.440044,оловянный салон  пресненский салон красота частный клиника,салон,59
"спорт миньонов, категории: Хорошёвский Другие виды спорта Бокс, борьба Футбол, баскетболл, волейболл, теннис",-41.048847,4.656744,спорт миньон  хорошевский вид спорт бокс борьба футбол баскетболла волейболла теннис,спорт,61
"Ветреная мансарда , категории: Сокольники ПРОСТРАНСТВА",-9.965755,10.242401,ветреный мансарда  сокольники пространство,пространство,54
"Прыжок в матрицу, категории: Другие виды спорта Хорошёвский",-11.642043,11.96602,прыжок матрица  вид спорт хорошевский,вид,13
"Отель нашего века, категории: Отели, гостиницы, хостелы Митино",-26.468258,12.075845,отель наш век  отель гостиница хостел митино,отель,41
"Яблочный беспредел, категории: Другие виды спорта Солнцево",-11.82886,17.788824,яблочный беспредел  вид спорт солнцево,вид,13
"Напильник , категории: Мастерские Кузьминки",-17.51817,-16.152702,напильник  мастерский кузьминки,none,0
"Дюшес, категории: Другие виды спорта Даниловский район",4.079874,-3.7884114,дюшес  вид спорт даниловский район,вид,13
"Дамасская роза, категории: Салоны красоты и частные клиники Красносельский",-51.230328,-24.679293,дамасский роза  салон красота частный клиника красносельский,салон,59
"Вверх, категории: Гимнастические залы, манежы и стадионы Другие виды спорта Нагорный район",-42.701084,-0.52688926,вверх  гимнастический зал манежы стадион вид спорт нагорный район,зал,20
"Ультра-лаборатория , категории: Лаборатории Можайский район",3.1669679,11.719989,ультра лаборатория  лаборатория можайский район,лаборатория,35
"Кислотный прыжок, категории: Гимнастические залы, манежы и стадионы Другие виды спорта Свиблово",-42.692005,-0.32145938,кислотный прыжок  гимнастический зал манежы стадион вид спорт свиблово,зал,20
"Звезда обедов, категории: Супермаркеты и рынки Басманный",8.51526,-11.152205,звезда обед  супермаркет рынок басманный,супермаркет,64
"Попрыгунчик, категории: Гимнастические залы, манежы и стадионы Другие виды спорта Филёвский Парк",-43.895638,-0.7371009,попрыгунчик  гимнастический зал манежы стадион вид спорт филевский парк,зал,20
"Огненный рынок, категории: Супермаркеты и рынки Проспект Вернадского",8.361118,-11.554429,огненный рынок  супермаркет рынок проспект вернадский,рынок,58
"Мягкая смородина, категории: Сокол Другие виды спорта Гимнастические залы, манежы и стадионы",-44.352894,2.1772885,мягкий смородина  сокол вид спорт гимнастический зала манежы стадион,вид,13
"Отель часовщик, категории: Отели, гостиницы, хостелы Тверской",-26.636068,10.921787,отель часовщик  отель гостиница хостел тверской,отель,41
"Ангар эмбер, категории: Промзоны Куркино",9.189673,14.18099,ангар эмбер  промзона куркино,ангар,2
"Резной ресторан и отель, категории: Отели, гостиницы, хостелы Рестораны и кафе Измайлово",-22.022955,47.762527,резной ресторан отель  отель гостиница хостел ресторан кафе измайлово,ресторан,57
"Призрачные классы, категории: Промзоны Тимирязевский",-7.0451045,-11.420127,призрачный класс  промзона тимирязевский,промзона,53
"Биологический университет, категории: Университеты Лаборатории Тимирязевский Театры и ДК",-8.114053,7.7424126,биологический университет  университет лаборатория тимирязевский театр дк,университет,68
"Столовая студентов, категории: Тимирязевский Рестораны и кафе",-17.416409,51.02156,столовая студент  тимирязевский ресторан кафе,ресторан,57
"Строгий синий, категории: Новокосино Офисы Кабинеты, переговорные Конференц-залы",23.34544,36.4264,строгий синий  новокосино офис кабинет переговорный конференц-зал,офис,42
"Галерея в сталинке, категории: Арбат ПРОСТРАНСТВА",1.9372634,-14.377378,галерея сталинка  арбат пространство,галерея,14
"Лаконичный жк, категории: Хорошёво-Мнёвники Жилые комплексы и подъезды",7.3364263,-31.766184,лаконичный жк  хорошево мневники жилой комплекс подъезд,комплекс,32
"Бар со старой плиткой, категории: Ночные клубы и бары Даниловский район",-31.20693,24.801811,бар старый плитка  ночной клуб бар даниловский район,бар,7
"Серое безмолвие , категории: Богородское Жилые комплексы и подъезды",7.172812,-35.266777,серый безмолвие  богородский жилой комплекс подъезд,комплекс,32
"Золотой компас, категории: Рестораны и кафе Крылатское",-12.3622265,53.844822,золотой компас  ресторан кафе крылатское,ресторан,57
"Лесной кэжуал, категории: Отели, гостиницы, хостелы Митино",-27.10666,9.591318,лесной кэжуал  отель гостиница хостел митино,отель,41
"Питерский урбан, категории: Промзоны Марьина Роща",-7.330384,-11.277189,питерский урбан  промзона марьин роща,промзона,53
"Параллельные миры, категории: Рестораны и кафе Ломоносовский район",-13.841924,47.188725,параллельный мир  ресторан кафе ломоносовский район,ресторан,57
"Бывшие советы, категории: Конференц-залы Театры и ДК ПРОСТРАНСТВА Восточный",-6.894038,15.36096,бывший совет  конференц-зал театр дк пространство восточный,театр,66
"Ресторан подсвечник, категории: Рестораны и кафе Кунцево",-12.215972,50.596107,ресторан подсвечник  ресторан кафе кунцево,ресторан,57
"Заводское пространство , категории: Мастерские Подвалы Промзоны Новокосино Гаражи и парковки",-5.2441425,-3.9504626,заводской пространство  мастерский подвал промзона новокосино гараж парковка,пространство,54
"Ресторан колизей, категории: Рестораны и кафе Аэропорт",-16.043438,51.173893,ресторан колизей  ресторан кафе аэропорт,ресторан,57
"Изящные искусства, категории: Арт-галереи и выставочные залы Усадьбы Басманный",-18.712101,9.645982,изящный искусство  арт галерея выставочный зал усадьба басманный,арт,4
"Бар птица счастья, категории: Ночные клубы и бары Беговой",-30.748991,30.868471,бар птица счастие  ночной клуб бар беговой,бар,7
"Убежище в апокалипсис , категории: Подвалы Замоскворечье",-18.729479,-3.5592222,убежище апокалипсис  подвал замоскворечье,подвал,49
"Зеленая миля, категории: Загородные дома и таунхаусы Крюково",-59.249638,14.955401,зеленый миля  загородный дом таунхаус крюково,дом,18
"Просто покатайся, категории: Другие виды спорта Соколиная Гора",6.940956,-4.440893,просто покататься  вид спорт соколиный гора,вид,13
"Цветок вишни, категории: Загородные дома и таунхаусы Куркино",-58.445744,12.980931,цветок вишня  загородный дом таунхаус куркино,дом,18
"Мансардная мастерская, категории: Офисы Мастерские и студии Лефортово",0.19610496,-7.719783,мансардный мастерская  офис мастерская студия лефортово,мастерская,38
"Зал ожидания, категории: Промзоны Замоскворечье",-18.77855,-3.7388978,зал ожидание  промзона замоскворечье,зал,20
"Тенисный автомат, категории: Футбол, баскетболл, волейболл, теннис Пресненский",-37.136707,-1.7743524,тенисный автомат  футбол баскетболла волейболла теннис пресненский,футбол,72
"Офис-контора, категории: Офисы Кабинеты, переговорные Тропарёво-Никулино",26.452965,34.45498,офис контора  офис кабинет переговорный тропарево никулино,офис,42
"Стрит-бар, категории: Ночные клубы и бары Мещанский",-30.70734,30.882786,стрит бар  ночной клуб бар мещанский,бар,7
"Офис синонимы, категории: Басманный Кабинеты, переговорные Офисы Конференц-залы",26.965584,33.69715,офис синоним  басманный кабинет переговорный офис конференц-зал,офис,42
"Цветное представление, категории: Театры и ДК Левобережный",-3.4175181,15.414212,цветной представление  театр дк левобережный,театр,66
"Алмазный купол, категории: Тверской Крыши Конференц-залы Офисы",14.300844,-6.6632457,алмазный купол  тверской крыша конференц-зал офис,крыша,34
"Турбо-завод, категории: Северное Медведково Промзоны",-3.5168567,-9.125322,турбо завод  северный медведково промзона,промзона,53
"Квартира Микки, категории: Квартиры Ховрино",-21.694353,-40.070244,квартира микки  квартира ховрино,квартира,27
"Грузинская чаша, категории: Рестораны и кафе Северное Медведково",-10.494679,50.198814,грузинский чаша  ресторан кафе северный медведково,ресторан,57
"полный андеграунд, категории: Гаражи и парковки Промзоны Чертаново Южное",-6.3130026,-20.193775,полный андеграунд  гараж парковка промзона чертаново южный,гараж,15
