desc,tsne_x,tsne_y,desc_clear,target,target_num
"КВАРТИРА ГЕНЕРАЛА, категории: Квартиры Тверской",-24.62005,-31.56382,квартира генерал  квартира тверской,квартира,27
"КВАРТИРА С ВИНТАЖНЫМИ ЭЛЕМЕНТАМИ, категории: Квартиры Пресненский",-25.345411,-24.519382,квартира винтажный элемент  квартира пресненский,квартира,27
"ПРОМЫШЛЕННЫЕ КОРИДОРЫ, категории: Подвалы Басманный",14.345718,-19.668974,промышленный коридор  подвал басманный,подвал,49
"БЕЛОЕ ВЫСТАВОЧНОЕ ПРОСТРАНСТВО, категории: Басманный ПРОСТРАНСТВА",8.918492,-23.80804,белый выставочный пространство  басманный пространство,пространство,54
"ОФИС РЕКЛАМНОГО АГЕНСТВА, категории: Офисы Якиманка",19.35446,33.609997,офис рекламный агенство  офис якиманка,офис,42
"СЕМЕЙНЫЙ ЗАГОРОДНЫЙ ДОМ, категории: Загородные дома и таунхаусы",60.581768,-16.624626,семейный загородный дом  загородный дом таунхаус,дом,18
"КВАРТИРА ХОЛОСТЯКА, категории: Квартиры Щукино",-22.693792,-24.515327,квартира холостяк  квартира щукино,квартира,27
"ТВОРЧЕСКАЯ МАСТЕРСКАЯ, категории: Мастерские и студии Якиманка",-14.96915,-14.289926,творческий мастерская  мастерская студия якиманка,мастерская,38
"БЕЛОСНЕЖНАЯ КВАРТИРА, категории: Квартиры Таганский",-28.312292,-26.067236,белоснежный квартира  квартира таганский,квартира,27
"СЕРЫЙ ОФИС, категории: Офисы Аэропорт",29.627548,37.47008,серый офис  офис аэропорт,офис,42
"ОФИС С ЯРКИМИ ЭЛЕМЕНТАМИ, категории: Офисы Басманный",26.49604,29.435368,офис яркий элемент  офис басманный,офис,42
"УЮТНЫЙ КОВОРКИНГ, категории: Офисы Красносельский",12.461026,26.706669,уютный коворкинг  офис красносельский,офис,42
"ТИПИЧНАЯ КВАРТИРА, категории: Квартиры Пресненский",-28.662857,-26.14386,типичный квартира  квартира пресненский,квартира,27
"ТЕМНЫЙ OPEN SPACE, категории: Офисы Басманный",27.699247,29.590364,темный open space  офис басманный,офис,42
"ДЕРЕВЯННЫЙ ДОМИК В ЧЕРТЕ ГОРОДА, категории: Дачные поселки Сокол",-8.757482,-0.7365627,деревянный домик черта город  дачный поселок сокол,поселок,52
"УРБАНИСТИЧЕСКИЙ ЛОФТ, категории: Басманный ПРОСТРАНСТВА",9.794776,-23.205832,урбанистический лофт  басманный пространство,лофт,36
"СОВРЕМЕННЫЙ УЧЕБНЫЙ ЦЕНТР, категории: Частные учебные заведения Басманный",14.842015,1.5204296,современный учебный центр  частный учебный заведение басманный,центр,74
"НЕБОЛЬШОЙ БАРЧИК, категории: Ночные клубы и бары Басманный",11.254713,40.391293,небольшой барчик  ночной клуб бар басманный,клуб,31
"КАФЕ В КРЕАТИВНОМ КЛАСТЕРЕ, категории: Рестораны и кафе Басманный",-9.560191,55.136196,кафе креативный кластер  ресторан кафе басманный,кафе,25
"СРУБ С БАНЕЙ, категории: Жилые помещения Загородные дома и таунхаусы Ярославский",63.9468,-20.973564,сруб баня  жилой помещение загородный дом таунхаус ярославский,баня,6
"ДЕРЕВЯНЫЙ ДОМ, категории: Загородные дома и таунхаусы Северное Медведково",65.33188,-13.761557,деревяный дом  загородный дом таунхаус северный медведково,дом,18
"ТЕМНЫЙ ДОМ, категории: Загородные дома и таунхаусы",60.554203,-16.935884,темный дом  загородный дом таунхаус,дом,18
"СОЛИДНЫЙ ДОМ, категории: Загородные дома и таунхаусы Северный",64.89262,-14.098043,солидный дом  загородный дом таунхаус северный,дом,18
"КЛАССИЧЕСКИЙ ТЕАТР, категории: Театры и ДК Беговой",15.585922,15.276798,классический театр  театр дк беговой,театр,66
"ПАВИЛЬОН ДЛЯ СЪЕМОК ПОД ВОДОЙ, категории: Печатники СТУДИИ",6.3765354,-1.9810448,павильон съемка вода  печатник студия,печатник,45
"Многофункциональный центр, категории: Бизнес-центры Концертные залы Марьина Роща",36.88119,-5.5874324,многофункциональный центр  бизнес-центр концертный зал марьин роща,центр,74
"МОЛОДЕЖНЫЙ КОВОРКИНГ, категории: Офисы Бутырский",26.429377,29.039366,молодежный коворкинг  офис бутырский,офис,42
"Дом в стиле IKEA, категории: Загородные дома и таунхаусы",62.47627,-17.343021,дом стиль ikea  загородный дом таунхаус,дом,18
"Павильон в стиле лофт, категории: Тверской ПРОСТРАНСТВА",27.067854,-10.003041,павильон стиль лофт  тверской пространство,лофт,36
"Эклектичная квартира, категории: Квартиры Тверской",-25.907402,-32.118214,эклектичный квартира  квартира тверской,квартира,27
"КВАРТИРА ХАЙТЕК, категории: Квартиры Пресненский",-28.654934,-26.099497,квартира хайтек  квартира пресненский,квартира,27
"КРАСНЫЙ ОФИС, категории: Офисы Бутырский Гагаринский район",28.115063,37.419918,красный офис  офис бутырский гагаринский район,офис,42
"Самосвал гараж, категории: Гаражи и парковки Северное Бутово Автосервисы, автотрассы",-5.6299443,20.940912,самосвал гараж  гараж парковка северный бутово автосервис автотрасса,гараж,15
"Красный воробей, категории: Библиотеки Арбат",-15.658401,-22.908453,красный воробей  библиотека арбат,библиотека,9
"Вези фуру, категории: Лианозово Автосервисы, автотрассы",5.1316605,17.84041,везти фура  лианозово автосервис автотрасса,автосервис,1
"Подснежник, категории: Набережные, пляжи Строгино ПРОСТРАНСТВА",11.072133,-27.190891,подснежник  набережная пляж строгино пространство,набережная,39
"Спящие трансформеры, категории: Ивановское Автосервисы, автотрассы",3.5786824,19.481253,спящий трансформер  ивановский автосервис автотрасса,автосервис,1
"Терра бар, категории: Ночные клубы и бары Савёловский",9.514397,44.8173,терра бар  ночной клуб бар савеловский,бар,7
"Страна Оз, категории: Павильоны Пресненский",-13.084703,15.99315,страна оз  павильон пресненский,none,0
"Рабочее бюро, категории: Офисы Савёловский Кабинеты, переговорные",26.060553,33.457287,рабочий бюро  офис савеловский кабинет переговорный,офис,42
"Химия, категории: Лаборатории Сокол",-1.7597485,12.880044,химия  лаборатория сокол,лаборатория,35
"Изобретение, категории: Мещанский ПРОСТРАНСТВА",27.18513,-17.946415,изобретение  мещанский пространство,пространство,54
"Спальный фетиш, категории: Отели, гостиницы, хостелы Хамовники",-24.35116,10.374869,спальный фетиш  отель гостиница хостел хамовник,отель,41
"Росписи и винтаж, категории: Библиотеки Арбат",-20.91989,-7.6992803,роспись винтаж  библиотека арбат,библиотека,9
"мягкий городок, категории: Орехово-Борисово Северное Детские сады",-6.237785,-12.225804,мягкий городок  ореховый борисово северный детский сад,none,0
"Хиппи-читатель, категории: Библиотеки Донской район",-7.0434127,-12.124841,хиппи читатель  библиотека донской район,библиотека,9
"ЖК властелин, категории: Жилые комплексы и подъезды Хорошёвский",-26.92056,-1.4889383,жк властелин  жилой комплекс подъезд хорошевский,комплекс,32
"Тряпочные сердца , категории: Бутырский ТЦ, магазины",-4.7536736,26.045017,тряпочный сердце  бутырский тц магазин,тц,67
"Ресторан с перфорацией, категории: Тверской Рестораны и кафе",-6.650022,50.1216,ресторан перфорация  тверская ресторан кафе,ресторан,57
"Облако в штанах, категории: Тверской ТЦ, магазины",-9.710424,29.381897,облако штаны  тверской тц магазин,тц,67
"Аперитив на двоих, категории: Рестораны и кафе Хамовники",-9.217557,47.40659,аперитив двое  ресторан кафе хамовник,ресторан,57
"Лофт-раскраска, категории: Бутырский ПРОСТРАНСТВА",13.427594,-23.387918,лофт раскраска  бутырский пространство,лофт,36
"Былые рыцари, категории: Ночные клубы и бары Хорошёво-Мнёвники",9.52967,43.268757,былой рыцарь  ночной клуб бар хорошево мневники,клуб,31
"Титановый бали, категории: Рестораны и кафе Пресненский",-12.167064,47.386093,титановый бали  ресторан кафе пресненский,ресторан,57
"Магазин партикл, категории: ТЦ, магазины Южнопортовый район",-5.15927,25.662123,магазин партикл  тц магазин южнопортовый район,магазин,37
"Джентльмен из подвала  , категории: Ночные клубы и бары Басманный",10.931876,40.610756,джентльмен подвал  ночной клуб бар басманный,подвал,49
"Лофт настроения, категории: Даниловский район ПРОСТРАНСТВА",14.746221,-25.039753,лофт настроение  даниловский район пространство,лофт,36
"Тотальный черный, категории: ТЦ, магазины Хамовники",-7.5890465,32.361465,тотальный черный  тц магазин хамовник,тц,67
"Отречение, категории: Заброшенные здания Ярославский Загородные дороги Озера, реки, карьеры",6.5663514,4.2449827,отречение  забросить здание ярославский загородный дорога озеро река карьера,здание,22
"Ресторан Куба, категории: Рестораны и кафе Тверской",-11.411878,49.240746,ресторан куб  ресторан кафе тверская,ресторан,57
"Урбан Зеленая миля, категории: Промзоны Ярославский",-11.669962,4.7905316,урбан зеленый миля  промзона ярославский,промзона,53
"Дамский бутик, категории: ТЦ, магазины Бутырский",-5.077947,26.0129,дамский бутик  тц магазин бутырский,тц,67
"Секретная база, категории: Подвалы Ярославский",13.361019,5.6360636,секретный база  подвал ярославский,подвал,49
"Офис Галилео, категории: Офисы Кабинеты, переговорные Нагатино-Садовники",26.305075,32.84395,офис галилео  офис кабинет переговорный нагатино садовник,офис,42
"Изгнание , категории: Заброшенные здания Ярославский",10.14974,15.139427,изгнание  забросить здание ярославский,здание,22
"Ресторан Сад изобилия, категории: Рестораны и кафе Пресненский",-10.575099,51.064373,ресторан сад изобилие  ресторан кафе пресненский,ресторан,57
"Место сходки, категории: Южнопортовый район ПРОСТРАНСТВА Крыши",8.288579,-31.462383,место сходка  южнопортовый район пространство крыша,район,55
"Восточные сказки, категории: Ночные клубы и бары Мещанский",7.329762,43.289726,восточный сказка  ночной клуб бар мещанский,клуб,31
"Залы кингсман, категории: Конференц-залы Тверской",-1.6358109,42.76001,зал кингсман  конференц-зал тверская,зал,20
"Малиновый закат, категории: Ночные клубы и бары Тверской",6.7185545,43.69163,малиновый закат  ночной клуб бар тверская,клуб,31
"Попугай в чернилах, категории: Салоны красоты и частные клиники Чертаново Южное",-50.93115,14.218416,попугай чернила  салон красота частный клиника чертаново южный,салон,59
"Фиалковая ночь, категории: Ночные клубы и бары Беговой",7.5448384,44.10063,фиалковый ночь  ночной клуб бар беговой,клуб,31
"Зоны отеля, категории: Конференц-залы Тверской ПРОСТРАНСТВА",23.594292,-20.525305,зона отель  конференц-зал тверской пространство,отель,41
"Ресторан ковер-самолет, категории: Рестораны и кафе Очаково-Матвеевское",-4.8313236,49.43139,ресторан ковер самолет  ресторан кафе очаково матвеевский,ресторан,57
"Много железа, категории: Фитнес-клубы Бассейны Другие виды спорта Даниловский район",18.630728,-26.472454,железо  фитнес-клуб бассейн вид спорт даниловский район,бассейн,8
"тату-дом, категории: Салоны красоты и частные клиники Хорошёвский",-46.12003,13.1140995,тату дом  салон красота частный клиника хорошевский,дом,18
"Сила движений, категории: Фитнес-клубы Другие виды спорта Обручевский район",19.289694,-24.733337,сила движение  фитнес-клуб вид спорт обручевский район,вид,13
"Народный ресторан, категории: Рестораны и кафе Арбат",-13.624324,51.483223,народный ресторан  ресторан кафе арбат,ресторан,57
"Суточный сон, категории: Отели, гостиницы, хостелы Марьино",-27.269627,6.3759093,суточный сон  отель гостиница хостел марьино,отель,41
"Свет сквозь тьму, категории: Ночные клубы и бары Таганский",6.2621436,41.40616,свет сквозь тьма  ночной клуб бар таганский,клуб,31
"Автомобильные соты, категории: Гаражи и парковки Таганский",-15.864205,6.029591,автомобильный соты  гараж парковка таганский,гараж,15
"Любовь к хоккею, категории: Рестораны и кафе Ледовые холлы Бокс, борьба Кунцево",19.7072,55.13723,любовь хоккей  ресторан кафе ледовый холл бокс борьба кунцево,ресторан,57
"Офис Эквилибриум, категории: Конференц-залы Кабинеты, переговорные Офисы Рестораны и кафе Савёловский",21.14255,55.36544,офис эквилибриум  конференц-зал кабинет переговорный офис ресторан кафе савеловский,офис,42
"Ресторан сияние, категории: Очаково-Матвеевское Рестораны и кафе",-6.461412,50.98754,ресторан сияние  очаково матвеевский ресторан кафе,ресторан,57
"Неоновый демон, категории: Ночные клубы и бары Хамовники",6.2569575,42.06753,неоновый демон  ночной клуб бар хамовник,клуб,31
"Служебный отель, категории: Очаково-Матвеевское Отели, гостиницы, хостелы Рестораны и кафе Ночные клубы и бары",-6.7084513,58.995403,служебный отель  очаково матвеевский отель гостиница хостел ресторан кафе ночной клуб бар,отель,41
"Ретрокар, категории: Ночные клубы и бары Салоны красоты и частные клиники Якиманка ПРОСТРАНСТВА",-48.603317,15.893038,ретрокар  ночной клуб бар салон красота частный клиника якиманка пространство,клуб,31
"Холодное сердце, категории: Ледовые холлы Очаково-Матвеевское Бокс, борьба Другие виды спорта",24.170755,-15.651674,холодный сердце  ледовый холл очаково матвеевское бокс борьба вид спорт,холл,73
"хижина чернил, категории: Салоны красоты и частные клиники ПРОСТРАНСТВА Печатники",-46.83643,14.055291,хижина чернила  салон красота частный клиника пространство печатник,салон,59
"Концептуальный бетон, категории: Пресненский ПРОСТРАНСТВА",17.294437,11.73714,концептуальный бетон  пресненский пространство,пространство,54
"Скелет в шкафу, категории: Салоны красоты и частные клиники Ярославский",-51.488914,13.989016,скелет шкаф  салон красота частный клиника ярославский,салон,59
"Дворовый лед, категории: Ясенево Открытые площадки",-19.816174,-3.8573349,дворовый лед  ясенево открытый площадка,площадка,46
"Набей арт, категории: Салоны красоты и частные клиники Северный",-46.183697,13.598595,набивать арт  салон красота частный клиника северный,арт,4
"Рабочая музыка, категории: Мастерские и студии Очаково-Матвеевское",-4.995956,-15.569992,рабочий музыка  мастерская студия очаково матвеевский,мастерская,38
"Карточный дом, категории: Загородные дома и таунхаусы Очаково-Матвеевское",65.13794,-17.423073,карточный дом  загородный дом таунхаус очаково матвеевский,дом,18
"Маникюрное дело, категории: Салоны красоты и частные клиники Арбат",-51.158543,13.750083,маникюрный дело  салон красота частный клиника арбат,салон,59
"Паб болельщиков, категории: Ночные клубы и бары Южнопортовый район",12.024874,41.095924,паб болельщик  ночной клуб бар южнопортовый район,клуб,31
"Колонный атриум , категории: Усадьбы Тверской",31.018963,-13.339206,колонный атриум  усадьба тверской,усадьба,69
"Эльфийский бар, категории: Ночные клубы и бары Басманный",10.970291,40.837837,эльфийский бар  ночной клуб бар басманный,бар,7
"Протеиновый хаос, категории: Фитнес-клубы Другие виды спорта Нагатино-Садовники",23.843176,-16.485025,протеиновый хаос  фитнес-клуб вид спорт нагатино садовник,вид,13
"Английская фляжка, категории: Ночные клубы и бары Басманный",10.715569,41.05685,английский фляжка  ночной клуб бар басманный,клуб,31
"Фитнес Мохито, категории: Фитнес-клубы Академический район",-14.179869,2.9614906,фитнес мохито  фитнес-клуб академический район,фитнес,71
"Ресторан городские джунгли, категории: Рестораны и кафе Хамовники",-10.496435,49.19689,ресторан городской джунгли  ресторан кафе хамовник,ресторан,57
"Пространство светлой музыки, категории: Дмитровский ПРОСТРАНСТВА",21.279753,-37.599773,пространство светлый музыка  дмитровский пространство,пространство,54
"обед в бетоне, категории: Рестораны и кафе Ночные клубы и бары Тверской",4.7976594,45.207222,обед бетон  ресторан кафе ночной клуб бар тверская,ресторан,57
"Ярче красного, категории: Кабинеты, переговорные Конференц-залы Тверской",27.982128,10.449247,яркий красный  кабинет переговорный конференц-зал тверская,кабинет,24
"Книжный склеп, категории: ТЦ, магазины Библиотеки Басманный",-6.7402806,23.762571,книжный склеп  тц магазин библиотека басманный,тц,67
"Контрастный прыжок, категории: Алтуфьевский Другие виды спорта",23.316797,-15.529381,контрастный прыжок  алтуфьевский вид спорт,вид,13
"Много пиццы, категории: Ярославский Рестораны и кафе",-7.9038305,47.94038,пицца  ярославский ресторан кафе,ресторан,57
"ЖК Альбатрос, категории: Ярославский Жилые комплексы и подъезды",-27.843948,-3.7693172,жк альбатрос  ярославский жилой комплекс подъезд,комплекс,32
"Ресторан с открытой печью, категории: Ярославский Рестораны и кафе",-9.365881,47.884933,ресторан открытый печь  ярославский ресторан кафе,ресторан,57
"яркие покупки, категории: Ярославский ТЦ, магазины Рестораны и кафе КИНОТЕАТРЫ ",-7.611731,36.366497,яркий покупка  ярославский тц магазин ресторан кафе кинотеатр,тц,67
"Краски спорта, категории: Митино Другие виды спорта Футбол, баскетболл, волейболл, теннис",38.481205,-8.783969,краска спорт  митино вид спорт футбол баскетболла волейболла теннис,спорт,61
"Дома на вате , категории: Дачные поселки Митино",10.708741,-9.981147,дом вата  дачный поселок митино,дом,18
"Оловянный салон, категории: Пресненский Салоны красоты и частные клиники",-49.279076,13.652266,оловянный салон  пресненский салон красота частный клиника,салон,59
"спорт миньонов, категории: Хорошёвский Другие виды спорта Бокс, борьба Футбол, баскетболл, волейболл, теннис",40.12969,-7.902351,спорт миньон  хорошевский вид спорт бокс борьба футбол баскетболла волейболла теннис,спорт,61
"Ветреная мансарда , категории: Сокольники ПРОСТРАНСТВА",21.674963,-14.049778,ветреный мансарда  сокольники пространство,пространство,54
"Прыжок в матрицу, категории: Другие виды спорта Хорошёвский",23.116047,-15.762558,прыжок матрица  вид спорт хорошевский,вид,13
"Отель нашего века, категории: Отели, гостиницы, хостелы Митино",-26.109564,8.293632,отель наш век  отель гостиница хостел митино,отель,41
"Яблочный беспредел, категории: Другие виды спорта Солнцево",32.72141,-20.380915,яблочный беспредел  вид спорт солнцево,вид,13
"Напильник , категории: Мастерские Кузьминки",-5.5651126,-2.5255413,напильник  мастерский кузьминки,none,0
"Дюшес, категории: Другие виды спорта Даниловский район",17.934988,-25.755308,дюшес  вид спорт даниловский район,вид,13
"Дамасская роза, категории: Салоны красоты и частные клиники Красносельский",-49.30459,14.717699,дамасский роза  салон красота частный клиника красносельский,салон,59
"Вверх, категории: Гимнастические залы, манежы и стадионы Другие виды спорта Нагорный район",39.764606,-11.424701,вверх  гимнастический зал манежы стадион вид спорт нагорный район,зал,20
"Ультра-лаборатория , категории: Лаборатории Можайский район",-0.8166548,12.603757,ультра лаборатория  лаборатория можайский район,лаборатория,35
"Кислотный прыжок, категории: Гимнастические залы, манежы и стадионы Другие виды спорта Свиблово",39.65909,-11.242905,кислотный прыжок  гимнастический зал манежы стадион вид спорт свиблово,зал,20
"Звезда обедов, категории: Супермаркеты и рынки Басманный",4.4141235,-28.502337,звезда обед  супермаркет рынок басманный,супермаркет,64
"Попрыгунчик, категории: Гимнастические залы, манежы и стадионы Другие виды спорта Филёвский Парк",39.551483,-10.383497,попрыгунчик  гимнастический зал манежы стадион вид спорт филевский парк,зал,20
"Огненный рынок, категории: Супермаркеты и рынки Проспект Вернадского",4.512853,-29.017735,огненный рынок  супермаркет рынок проспект вернадский,рынок,58
"Мягкая смородина, категории: Сокол Другие виды спорта Гимнастические залы, манежы и стадионы",36.773964,-10.978512,мягкий смородина  сокол вид спорт гимнастический зала манежы стадион,вид,13
"Отель часовщик, категории: Отели, гостиницы, хостелы Тверской",-27.056002,7.900922,отель часовщик  отель гостиница хостел тверской,отель,41
"Ангар эмбер, категории: Промзоны Куркино",8.714344,8.907791,ангар эмбер  промзона куркино,ангар,2
"Резной ресторан и отель, категории: Отели, гостиницы, хостелы Рестораны и кафе Измайлово",-7.14166,59.794476,резной ресторан отель  отель гостиница хостел ресторан кафе измайлово,ресторан,57
"Призрачные классы, категории: Промзоны Тимирязевский",-2.117286,-11.426712,призрачный класс  промзона тимирязевский,промзона,53
"Биологический университет, категории: Университеты Лаборатории Тимирязевский Театры и ДК",19.50098,-9.659094,биологический университет  университет лаборатория тимирязевский театр дк,университет,68
"Столовая студентов, категории: Тимирязевский Рестораны и кафе",-8.031102,55.43424,столовая студент  тимирязевский ресторан кафе,ресторан,57
"Строгий синий, категории: Новокосино Офисы Кабинеты, переговорные Конференц-залы",23.666655,35.384842,строгий синий  новокосино офис кабинет переговорный конференц-зал,офис,42
"Галерея в сталинке, категории: Арбат ПРОСТРАНСТВА",23.151075,-22.53932,галерея сталинка  арбат пространство,галерея,14
"Лаконичный жк, категории: Хорошёво-Мнёвники Жилые комплексы и подъезды",-26.635193,-0.398533,лаконичный жк  хорошево мневники жилой комплекс подъезд,комплекс,32
"Бар со старой плиткой, категории: Ночные клубы и бары Даниловский район",12.686426,41.442444,бар старый плитка  ночной клуб бар даниловский район,бар,7
"Серое безмолвие , категории: Богородское Жилые комплексы и подъезды",-27.214724,-4.253888,серый безмолвие  богородский жилой комплекс подъезд,комплекс,32
"Золотой компас, категории: Рестораны и кафе Крылатское",-8.147567,47.525894,золотой компас  ресторан кафе крылатское,ресторан,57
"Лесной кэжуал, категории: Отели, гостиницы, хостелы Митино",-27.246407,6.5800915,лесной кэжуал  отель гостиница хостел митино,отель,41
"Питерский урбан, категории: Промзоны Марьина Роща",-2.1797702,-10.965154,питерский урбан  промзона марьин роща,промзона,53
"Параллельные миры, категории: Рестораны и кафе Ломоносовский район",-8.106146,52.53706,параллельный мир  ресторан кафе ломоносовский район,ресторан,57
"Бывшие советы, категории: Конференц-залы Театры и ДК ПРОСТРАНСТВА Восточный",18.243338,-15.4052925,бывший совет  конференц-зал театр дк пространство восточный,театр,66
"Ресторан подсвечник, категории: Рестораны и кафе Кунцево",-12.034164,52.85429,ресторан подсвечник  ресторан кафе кунцево,ресторан,57
"Заводское пространство , категории: Мастерские Подвалы Промзоны Новокосино Гаражи и парковки",4.942616,-24.372646,заводской пространство  мастерский подвал промзона новокосино гараж парковка,пространство,54
"Ресторан колизей, категории: Рестораны и кафе Аэропорт",-9.240975,54.850487,ресторан колизей  ресторан кафе аэропорт,ресторан,57
"Изящные искусства, категории: Арт-галереи и выставочные залы Усадьбы Басманный",24.258417,-29.674963,изящный искусство  арт галерея выставочный зал усадьба басманный,арт,4
"Бар птица счастья, категории: Ночные клубы и бары Беговой",7.9205904,45.696323,бар птица счастие  ночной клуб бар беговой,бар,7
"Убежище в апокалипсис , категории: Подвалы Замоскворечье",-5.7742023,-15.876384,убежище апокалипсис  подвал замоскворечье,подвал,49
"Зеленая миля, категории: Загородные дома и таунхаусы Крюково",67.18586,-17.314764,зеленый миля  загородный дом таунхаус крюково,дом,18
"Просто покатайся, категории: Другие виды спорта Соколиная Гора",22.397078,-25.754642,просто покататься  вид спорт соколиный гора,вид,13
"Цветок вишни, категории: Загородные дома и таунхаусы Куркино",65.12557,-17.114796,цветок вишня  загородный дом таунхаус куркино,дом,18
"Мансардная мастерская, категории: Офисы Мастерские и студии Лефортово",13.226421,-27.122324,мансардный мастерская  офис мастерская студия лефортово,мастерская,38
"Зал ожидания, категории: Промзоны Замоскворечье",-5.720998,-16.08318,зал ожидание  промзона замоскворечье,зал,20
"Тенисный автомат, категории: Футбол, баскетболл, волейболл, теннис Пресненский",32.72561,-4.7007804,тенисный автомат  футбол баскетболла волейболла теннис пресненский,футбол,72
"Офис-контора, категории: Офисы Кабинеты, переговорные Тропарёво-Никулино",27.07849,34.029053,офис контора  офис кабинет переговорный тропарево никулино,офис,42
"Стрит-бар, категории: Ночные клубы и бары Мещанский",8.11572,45.5239,стрит бар  ночной клуб бар мещанский,бар,7
"Офис синонимы, категории: Басманный Кабинеты, переговорные Офисы Конференц-залы",27.796782,33.80612,офис синоним  басманный кабинет переговорный офис конференц-зал,офис,42
"Цветное представление, категории: Театры и ДК Левобережный",20.793215,0.7874493,цветной представление  театр дк левобережный,театр,66
"Алмазный купол, категории: Тверской Крыши Конференц-залы Офисы",10.9157715,-21.857231,алмазный купол  тверской крыша конференц-зал офис,крыша,34
"Турбо-завод, категории: Северное Медведково Промзоны",-6.6210146,-11.44395,турбо завод  северный медведково промзона,промзона,53
"Квартира Микки, категории: Квартиры Ховрино",-26.487528,-31.720467,квартира микки  квартира ховрино,квартира,27
"Грузинская чаша, категории: Рестораны и кафе Северное Медведково",-4.865752,48.424915,грузинский чаша  ресторан кафе северный медведково,ресторан,57
"полный андеграунд, категории: Гаражи и парковки Промзоны Чертаново Южное",-13.9159355,1.9453927,полный андеграунд  гараж парковка промзона чертаново южный,гараж,15
"Харчевня, категории: Рестораны и кафе Замоскворечье",-10.618834,53.382004,харчевня  ресторан кафе замоскворечье,ресторан,57
"главный зимний дом, категории: Загородные дома и таунхаусы Выхино-Жулебино",65.1251,-18.76161,главный зимний дом  загородный дом таунхаус выхино жулебино,дом,18
"Мандариновое настроение, категории: Офисы Кабинеты, переговорные Войковский",25.670559,34.936653,мандариновый настроение  офис кабинет переговорный войковский,офис,42
"Классическая конференция, категории: Таганский Конференц-залы",25.404367,-21.39097,классический конференция  таганский конференц-зал,none,0
"Здание с граффити , категории: Хорошёвский Мастерские и студии Квартиры Салоны красоты и частные клиники Рестораны и кафе ТЦ, магазины",-44.498486,8.534308,здание граффити  хорошевский мастерская студия квартира салон красота частный клиника ресторан кафе тц магазин,здание,22
"Бар с бочками, категории: Филёвский Парк",-5.0704465,-20.269669,бар бочка  филевский парк,бар,7
"дом эльфов, категории: Загородные дома и таунхаусы Ивановское",65.77189,-16.79915,дом эльф  загородный дом таунхаус ивановский,дом,18
"Зима под куполом, категории: Рестораны и кафе Ивановское",-12.798465,48.343697,зима купол  ресторан кафе ивановское,ресторан,57
"В гостях у сказки, категории: Загородные дома и таунхаусы Митино",63.054344,-20.779314,гость сказка  загородный дом таунхаус митино,дом,18
"Танцующий ангар, категории: Промзоны Гольяново ПРОСТРАНСТВА",9.827262,8.074331,танцующий ангар  промзона гольяново пространство,ангар,2
"Византийский лоск, категории: Рестораны и кафе Фитнес-клубы Конференц-залы Отели, гостиницы, хостелы Бассейны Молжаниновский",-7.004258,60.415813,византийский лоск  ресторан кафе фитнес-клуб конференц-зал отель гостиница хостел бассейн молжаниновский,ресторан,57
"Ангар-бамбук, категории: Промзоны Ивановское",6.5126047,11.217337,ангар бамбук  промзона ивановский,ангар,2
"Янтарный отель, категории: Кабинеты, переговорные Отели, гостиницы, хостелы Тверской",-28.063797,7.97809,янтарный отель  кабинет переговорный отель гостиница хостел тверской,отель,41
"Офис Адель, категории: Офисы Кабинеты, переговорные Конференц-залы Красносельский",21.767508,34.243614,офис адель  офис кабинет переговорный конференц-зал красносельский,офис,42
"Фактурный ангар, категории: Промзоны Соколиная Гора",0.66258204,4.9283385,фактурный ангар  промзона соколиный гора,ангар,2
